ID,Text,target
3542,i find myself feeling agitated because of how what the kids are playing i ask myself did i play this way when i was little,fear
3543,i found a good article where you are not to mediate if you feel threatened or intimidated by your ex controlled or you life is controlled by your ex where your child is being manipulated by your ex,fear
3544,ill feel even more pressured,fear
3545,id been struggling with feeling highly irritable toward my husband,anger
3546,i feel a mad connection with your body and this is how i decided to kick off side a,anger
3547,i came away from the experience feeling rather confused and it left a sour taste in my mouth,fear
3548,im so excited but feeling scared too,fear
3549,i took a shower then headed to the bsc loop to meet allies for the trip to the club feeling very triumphant that i had helped in such a marvellous prank,joy
3550,i feel rewarded and useful and valuable anyway,joy
3551,i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me,joy
3552,im also feeling pretty paranoid a lot and no i dont take drugs,fear
3553,i feel like i m in a frantic race with the clock and i can t figure out why,fear
3554,i see but i feel confused by all about you lately,fear
3555,id feel like a heartless bitch if i didnt share these with anybody,anger
3556,im feeling like a tortured teen i decided to pile on the neon which was the shizz in my day,fear
3557,i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,joy
3558,im feeling angry i think i strop about ruffling the air and inflating my position and exaggerating the issue,anger
3559,ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,joy
3560,i don t feel so self assured i need to compete or to justify why i m so clearly not doing as well as someone else,joy
3561,i didn t feel like she was shy so much as taking it all in as her mother has described her,fear
3562,i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,fear
3563,i feel today is any indication of the next week its doubtful that there will be much energy left for more than a low key new years eve party,fear
3564,im exhausted in excruciating pain and feeling extremely hostile,anger
3565,i love doing kim kardashion make up tutorials i always feel so glamorous with all that make up on,joy
3566,i didn t feel rushed to finish millions of things and i was able to focus on each task separately,anger
3567,i feel distressed music on my mind rewrite fma op,fear
3568,i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so,anger
3569,im feeling really positive desp,joy
3570,i am feeling stressed or overwhelmed i have come to rely on those who i have met here mostly from the so club,anger
3571,i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,joy
3572,im finally feeling a little more productive,joy
3573,i do like hearing about ministries that reach out to people that need it but one concern i have is that they may feel pressured to except jesus into their hearts by accepting care from the ministries,fear
3574,i wanted it to feel special for all the guests that alise and jeremy chose,joy
